4477000000,충청남도,서천군,55,94
4479000000,충청남도,청양군,57,103
4480000000,충청남도,홍성군,55,106
4481000000,충청남도,예산군,58,107
4482500000,충청남도,태안군,48,109
4511100000,전라북도,전주시,63,89
4513000000,전라북도,군산시,56,92
4514000000,전라북도,익산시,60,91
4518000000,전라북도,정읍시,58,83
4519000000,전라북도,남원시,68,80
4521000000,전라북도,김제시,59,88
4571000000,전라북도,완주군,63,89
4572000000,전라북도,진안군,68,88
4573000000,전라북도,무주군,72,93
4574000000,전라북도,장수군,70,85
4575000000,전라북도,임실군,66,84
4577000000,전라북도,순창군,63,79
4579000000,전라북도,고창군,56,80
4580000000,전라북도,부안군,56,87
4611000000,전라남도,목포시,50,67
4613000000,전라남도,여수시,73,66
4615000000,전라남도,순천시,70,70
4617000000,전라남도,나주시,56,71
4623000000,전라남도,광양시,73,70
4671000000,전라남도,담양군,61,78
4672000000,전라남도,곡성군,66,77
4673000000,전라남도,구례군,69,75
4677000000,전라남도,고흥군,66,62
4678000000,전라남도,보성군,62,66
4679000000,전라남도,화순군,61,72
4680000000,전라남도,장흥군,59,64
4681000000,전라남도,강진군,57,63
4682000000,전라남도,해남군,54,61
4683000000,전라남도,영암군,56,66
4684000000,전라남도,무안군,52,71
4686000000,전라남도,함평군,52,72
4687000000,전라남도,영광군,52,77
4688000000,전라남도,장성군,57,77
4689000000,전라남도,완도군,57,56
4690000000,전라남도,진도군,48,59
4691000000,전라남도,신안군,50,66
4711100000,경상북도,포항시,102,94
4713000000,경상북도,경주시,100,91
4715000000,경상북도,김천시,80,96
4717000000,경상북도,안동시,91,106
4719000000,경상북도,구미시,84,96
4721000000,경상북도,영주시,89,111
4723000000,경상북도,영천시,95,93
4725000000,경상북도,상주시,81,102
4728000000,경상북도,문경시,81,106
4729000000,경상북도,경산시,91,90
4772000000,경상북도,군위군,88,99
4773000000,경상북도,의성군,90,101
4775000000,경상북도,청송군,96,103
4776000000,경상북도,영양군,97,108
4777000000,경상북도,영덕군,102,103
4782000000,경상북도,청도군,91,86
4783000000,경상북도,고령군,83,87
4784000000,경상북도,성주군,83,91
4785000000,경상북도,칠곡군,85,93
4790000000,경상북도,예천군,86,107
4792000000,경상북도,봉화군,90,113
4793000000,경상북도,울진군,102,115
4794000000,경상북도,울릉군,127,127
4812300000,경상남도,창원시,91,76
4817000000,경상남도,진주시,81,75
4822000000,경상남도,통영시,87,68
4824000000,경상남도,사천시,80,71
4825000000,경상남도,김해시,95,77
4827000000,경상남도,밀양시,92,83
4831000000,경상남도,거제시,90,69
4833000000,경상남도,양산시,97,79
4872000000,경상남도,의령군,83,78
4873000000,경상남도,함안군,86,77
4874000000,경상남도,창녕군,87,83
4882000000,경상남도,고성군,85,71
4884000000,경상남도,남해군,77,68
4885000000,경상남도,하동군,74,73
4886000000,경상남도,산청군,76,80
4887000000,경상남도,함양군,74,82
4888000000,경상남도,거창군,77,86
4889000000,경상남도,합천군,81,84
5011000000,제주특별자치도,제주시,53,38
5013000000,제주특별자치도,서귀포시,52,33
